# created 04/22/25
# GASP_TS-derived engine deck converted from MAPS_1120hp.eng
# t4max: 50.0
# t4cruise: 46.67
# t4climb: 48.33
# t4flight_idle: 20.0
# xsfc: 0.0
# cexp: 0.0
# sls_horsepower: 1120.0
# freeturbine_rpm: 24539.0
# propeller_rpm: 1210.0
# gearbox_ratio: 0.049308
# torque_limit: 4861.4
# sls_corrected_airflow: 7.9568

Mach Number, Altitude (ft),   Throttle, Shaft Power Corrected (hp), Tailpipe Thrust (lbf), Fuel Flow (lb/h)
       0.35,        1500.0,       46.0,                    764.331,               7.72846,          464.657
        0.4,        1500.0,       46.0,                    742.353,              -6.09075,          446.557
       0.45,        1500.0,       46.0,                     718.39,              -19.3771,          426.952
        0.5,        1500.0,       46.0,                    692.717,              -32.0498,          406.047
       0.55,        1500.0,       46.0,                    665.608,               -44.028,          384.046
        0.6,        1500.0,       46.0,                    637.338,               -55.231,          361.152
        0.0,        1500.0,       48.0,                    899.584,               116.903,          556.148
       0.05,        1500.0,       48.0,                    897.873,               101.973,          554.658
        0.1,        1500.0,       48.0,                    892.466,               86.8194,          550.088
       0.15,        1500.0,       48.0,                    883.553,               71.5461,          542.618
        0.2,        1500.0,       48.0,                    871.319,               56.2586,          532.429
       0.25,        1500.0,       48.0,                    855.954,               41.0617,          519.701
        0.3,        1500.0,       48.0,                    837.637,               26.0507,          504.591
       0.35,        1500.0,       48.0,                    816.599,               11.4089,          487.461
        0.4,        1500.0,       48.0,                    793.115,              -2.76425,          468.559
       0.45,        1500.0,       48.0,                    767.502,              -16.4062,          448.111
        0.5,        1500.0,       48.0,                    740.068,               -29.445,          426.348
       0.55,        1500.0,       48.0,                     711.12,              -41.8089,          403.501
        0.6,        1500.0,       48.0,                    680.965,              -53.4259,          379.802
        0.0,        1500.0,       50.0,                      956.9,                 122.9,            581.8
       0.05,        1500.0,       50.0,                    955.029,               107.742,          580.243
        0.1,        1500.0,       50.0,                      949.3,                  92.3,            575.5
       0.15,        1500.0,       50.0,                    939.877,               76.6968,          567.746
        0.2,        1500.0,       50.0,                    926.923,               61.0557,          557.155
       0.25,        1500.0,       50.0,                      910.6,                  45.5,            543.9
        0.3,        1500.0,       50.0,                    891.036,                30.146,          528.117
       0.35,        1500.0,       50.0,                     868.64,                15.184,          510.273
        0.4,        1500.0,       50.0,                      843.7,                   0.7,            490.6
       0.45,        1500.0,       50.0,                    816.493,               -13.276,          469.252
        0.5,        1500.0,       50.0,                      787.3,                 -26.7,            446.4
       0.55,        1500.0,       50.0,                    756.401,              -39.5279,          422.218
        0.6,        1500.0,       50.0,                    724.077,              -51.7156,          396.878
